name,URL,update_time,description,location,category,stage,social_media,age,create_time,close_time,employees,type
"['Org1', 'Cubetaxi Technolabs']",None,None,"['Org1', 'Uber Clone is a ready-made white-label taxi app solution designed to scale your ride-hailing business on a digital landscape. Uber Clone is a profitable app for taxi booking business. Uber clone app features like taxi booking, carpooling, taxi rental for both iOS, Android with 100% customized code and Uber Clone is most reliable on-demand taxi app in the Market.']","['Org1', 'India, Ahmedabad Gujarat 380015']","['Org1', ['IT.Software']]","['Org1', 'None']",None,None,"['Org1', 'None']",None,"['Org1', 'None']",None
"['Org1', 'Sploot Veterinary Care - Highlands']",None,None,"['Org1', ""Description:\nSploot is a vet care clinic in Denver, Highland that provides both Primary Care and Urgent Care for pets. At Sploot, we've always got you covered - we do everything from preventative vet care, such as routine wellness exams and vaccines, to same day sick visits and emergencies. We're open every day, including weekends and holidays, 10am - 10pm. We accept same day appointments and walk-ins. Our clinic is modern and is designed to provide the best experience for you and your pet.\nBusiness Hours:\nMon-Sun: 10:00 - 22:00\nFor more information, please contact us with the following details: \nContact Telephone:\n+1 720-730-8890\nOther Social Media Profiles:\nhttps://www.instagram.com/splootvets/\nhttps://www.linkedin.com/company/sploot-vet""]","['Org1', 'United States, Denver, CO 80211']","['Org1', ['Other']]","['Org1', 'None']",None,None,"['Org1', 'None']",None,"['Org1', 'None']",None
"['Org1', 'Bali Dental Voyage']",None,None,"['Org1', 'Bali Dental Voyage is a sophisticated online booking system designed specifically for dental clinics and dentists operating in Bali. It presents a convenient and straightforward way for patients to schedule dental appointments online, enabling them to conveniently access top-quality dental care, including teeth veneers. With Bali Dental Voyage, patients can quickly locate dental clinics and dentists based on their location, area of expertise, and availability, specifically for\xa0teeth veneers Bali.\nAdditionally, they can explore the services provided by each clinic and dentist, including teeth veneers, browse through reviews from other patients, and compare prices. Conversely,\xa0Bali Dental Voyage\xa0provides dental clinics and dentists with a user-friendly platform to manage their schedules, patient records, and billing, including those related to teeth veneers.\nFurthermore, it offers various marketing tools to help clinics and dentists attract new patients interested in teeth veneers and grow their businesses. All in all, Bali Dental Voyage is an efficient and user-friendly system that benefits both patients and dental practitioners in Bali. It streamlines the booking process, elevates patient satisfaction, and helps dental clinics and dentists expand their practices, including the provision of teeth veneers.']","['Org1', 'Indonesia, Badung 80361 Bali']","['Org1', ['Healthcare / Medical Services', 'IT.Software', 'Travel / Tourism']]","['Org1', 'Shipping']",None,None,"['Org1', '2022/10/1']",None,"['Org1', '11']",None
"['Org1', 'Michael Haas Brophy, M.D.']",None,None,"['Org1', 'Phone: 817-283-6300']","['Org1', 'United States, Bedford, TX 76022']","['Org1', ['Healthcare / Medical Services']]","['Org1', 'None']",None,None,"['Org1', 'None']",None,"['Org1', 'None']",None
"['Org1', 'Car Wont Start Mobile Service']",None,None,"['Org1', 'Home Car Battery Replacement in Houston, TX\n\xa0\nPhone: 832-814-2122']","['Org1', 'United States, Houston, TX 77009']","['Org1', ['Automotive and Services']]","['Org1', 'None']",None,None,"['Org1', 'None']",None,"['Org1', 'None']",None
"['Org1', ""Amy's Hair Nails Wigs""]",None,None,"['Org1', 'Beauty Salon in Santa Ana, CA\n\xa0\nPhone: 714-957-1671']","['Org1', 'United States, Santa Ana, CA 92704']","['Org1', ['Other']]","['Org1', 'None']",None,None,"['Org1', 'None']",None,"['Org1', 'None']",None
"['Org1', 'Gocious LLC']",None,None,"['Org1', 'Use Gocious Product Roadmap Management (PRM) Software to create clear and accessible roadmaps, as your product initiatives grow larger and your stakeholders increase in numbers.']","['Org1', 'United States, Irvine, CA 92618']","['Org1', ['IT.Software']]","['Org1', 'Co-Founder']",None,None,"['Org1', '2018/01/1']",None,"['Org1', 'None']",None
"['Org1', 'Situs Slot Deposit OVO Terpercaya di Indonesia']",None,None,"['Org1', 'Bermain slot online semakin mudah dan cepat dengan hadirnya situs slot deposit ovo terpercaya di Indonesia. Dengan menggunakan aplikasi Ovo, kini Anda dapat melakukan deposit dan withdraw dengan lebih cepat dan mudah. Tidak hanya itu, situs-situs terpercaya juga menawarkan bonus menarik untuk para pemainnya.\nSalah satu keuntungan dari bermain slot deposit OVO gacor dengan situs resmi adalah kemudahan serta kecepatan transaksi. Anda tidak perlu lagi repot-repot membuka aplikasi perbankan atau melakukan transfer antar bank yang memakan waktu dan biaya. Cukup dengan menggunakan aplikasi Ovo, Anda dapat melakukan deposit dan withdraw dengan cepat dan mudah.\nSelain itu, situs slot deposit ovo juga menawarkan bonus menarik untuk para pemainnya. Bonus-bonus ini biasanya diberikan sebagai bentuk apresiasi kepada para pemain yang aktif bermain di situs tersebut. Beberapa jenis bonus yang ditawarkan antara lain bonus deposit, bonus cashback, dan bonus referral.\nBonus deposit merupakan bonus yang bisa pemain dapatkan jika sudah melakukan deposit pertama. Besar bonus ini bervariasi tergantung dari kebijakan masing-masing situs. Namun, biasanya bonus deposit ini cukup besar dan dapat digunakan untuk bermain slot online dengan lebih banyak.\nBonus referral merupakan bonus yang bisa pemain dapatkan jika berhasil mengajak siapapun untuk ikuy bergabung juga bermain di situs slot deposit ovo. Besar bonus referral ini juga bervariasi tergantung dari kebijakan masing-masing situs. Namun, biasanya bonus referral ini cukup besar dan dapat digunakan untuk bermain slot online dengan lebih banyak.\nNamun, sebelum memutuskan untuk bergabung dan bermain di situs slot deposit ovo, ada beberapa hal yang perlu diperhatikan. Dimana anda harus memastikan situs tersebut benar-benar terpercaya dan aman. Carilah informasi mengenai situs tersebut dari sumber-sumber yang terpercaya dan cek reputasi situs tersebut di forum-forum online.\nDalam kesimpulan, situs slot deposit ovo terpercaya di Indonesia ini memiliki tujuan agar bisa memberikan pengalaman dalam bermain slot online yang lebih mudah, seru, cepat juga menguntungkan dengan bonus menarik untuk seluruh pemainnya. Maka dari itu anda semua kini bisa mencoba bergabung dan bermain melalui link situs judi slot deposit OVO terbaik.']","['Org1', 'Indonesia, Jakarta 11450 DKI Jakarta']","['Org1', ['IT.Gaming']]","['Org1', 'Co-Founder']",None,None,"['Org1', '2017/04/5']",None,"['Org1', '188']",None
"['Org1', 'Judi Slot Deposit Pulsa Terpercaya di Indonesia']",None,None,"['Org1', 'Seiring dengan berkembangnya zaman dan teknologi, judi online kini semakin diminati oleh seluruh kalangan para pecinta game slot online di Indonesia. Salah satu jenis perjudian online yang paling populer adalah judi slot deposit pulsa. Game tersebut memungkinkan para pemainnya untuk melakukan deposit menggunakan pulsa, yang tentunya lebih praktis dan mudah dibandingkan dengan metode deposit lainnya.\nUntuk memenuhi kebutuhan para pemain judi slot deposit pulsa, banyak website judi online yang menawarkan layanan ini. Namun, tidak semua situs judi online tersebut dapat dipercaya dan memberikan pengalaman bermain yang menyenangkan. Maka dari itu, sangat penting bagi seorang pemain pandai dalam memilih situs penyedia judi online yang resmi, terpercaya dan mempunyai kualitas baik seperti situs slot deposit pulsa.\nSalah satu faktor yang perlu diperhatikan dalam memilih website adalah SEO. SEO atau Search Engine Optimization adalah teknik yang digunakan untuk meningkatkan peringkat website di hasil pencarian mesin pencari seperti Google. Dengan memiliki peringkat yang baik di hasil pencarian, website judi online dapat lebih mudah ditemukan oleh para pemain potensial.\nUntuk meningkatkan peringkat website tersebut di hasil pencarian, ada beberapa faktor yang perlu diperhatikan. Pertama, judul halaman website harus relevan dengan kata kunci yang ingin ditargetkan, yaitu ""judi slot deposit pulsa"". Selain itu, isi konten website juga harus relevan dengan kata kunci tersebut dan memiliki kualitas yang baik.\nSelain faktor-faktor tersebut, backlink juga merupakan faktor penting dalam meningkatkan peringkat website di hasil pencarian. Backlink adalah tautan dari website lain yang mengarah ke website tersebut. Semakin banyak website lain yang memberikan backlink ke website tersebut, semakin tinggi pula peringkat website tersebut di hasil pencarian.\nNamun, penting untuk diingat bahwa SEO bukanlah satu-satunya faktor yang menentukan kualitas sebuah website judi online. Keamanan dan kenyamanan para pemain juga harus menjadi prioritas utama bagi website judi online tersebut. Oleh karena itu, sebelum memilih website yang menyediakan game slot online, pastikan untuk melakukan riset terlebih dahulu dan memilih website yang terpercaya dan memiliki kualitas yang baik.\nDalam kesimpulannya, website satu ini memungkinkan para pemain untuk menikmati perjudian online dengan lebih praktis dan mudah. Namun, penting bagi para pemain untuk memilih website judi online yang terpercaya dan memiliki kualitas yang baik, serta memperhatikan faktor SEO dalam memilih website tersebut. Dengan demikian, para pemain dapat menikmati pengalaman bermain yang menyenangkan dan aman melalui link situs judi slot deposit pulsa terbaik.']","['Org1', 'Indonesia, Jakarta 11450 DKI Jakarta']","['Org1', ['IT.Gaming']]","['Org1', 'Co-Founder']",None,None,"['Org1', '2017/03/4']",None,"['Org1', '188']",None
"['Org1', 'Daftar Situs Slot Online Terlengkap di Indonesia']",None,None,"['Org1', 'Jika Anda mencari pengalaman bermain slot online terbaik, maka artikel ini adalah tempat yang tepat untuk Anda. Kami akan membahas tentang situs slot online terlengkap yang menawarkan berbagai opsi permainan dan bonus menarik. Namun, penting bagi Anda untuk memilih situs yang terpercaya dan memiliki enkripsi SSL untuk memastikan keamanan data pribadi Anda.\nMemilih situs yang terpercaya sangat penting untuk menghindari penipuan dan kehilangan uang Anda. Anda harus mencari situs dengan lisensi resmi dan reputasi yang baik. Pastikan situs tersebut juga memiliki enkripsi SSL yang kuat untuk melindungi data pribadi Anda.\nSetelah Anda menemukan situs yang terpercaya, pastikan untuk memilih opsi permainan yang sesuai dengan preferensi Anda. Pengella slot online terlengkap deposit pulsa menawarkan berbagai opsi permainan seperti slot klasik, slot video, dan slot progresif. Anda dapat memilih opsi yang sesuai dengan gaya permainan Anda dan meningkatkan peluang menang Anda.\nSelain opsi permainan, situs slot online terlengkap juga menawarkan bonus menarik untuk pemain baru dan yang sudah ada. Namun, penting untuk memahami persyaratan dan ketentuan bonus sebelum mengklaimnya. Pastikan untuk memanfaatkan bonus dengan bijak dan tidak tergoda untuk mengeluarkan lebih banyak uang daripada yang Anda mampu.\nDalam artikel ini, kami juga akan memberikan tips tentang bagaimana memaksimalkan pengalaman bermain di situs slot online terlengkap Anda. Pertama, pastikan untuk mengatur anggaran dan tidak tergoda untuk mengeluarkan lebih banyak uang daripada yang Anda mampu. Kedua, cobalah bermain slot online gratis terlebih dahulu untuk menguji opsi permainan yang berbeda dan meningkatkan kemampuan Anda. Terakhir, pastikan untuk memilih situs yang menawarkan opsi permainan yang adil dan memiliki pembayaran yang cepat dan andal.\nKesimpulannya, situs slot online terlengkap menawarkan pengalaman bermain slot yang aman dan menyenangkan. Namun, penting untuk memilih situs yang terpercaya dan memiliki enkripsi SSL yang kuat untuk melindungi data pribadi Anda. Setelah memilih situs yang tepat, pastikan untuk memilih opsi permainan yang sesuai dengan preferensi Anda dan memanfaatkan bonus dengan bijak. Dengan mengikuti tips yang disebutkan di atas, Anda bisa mendapatkan beberapa link situs judi slot online terlengkap untuk mendapatkan berbagai informasi lainnya']","['Org1', 'Indonesia, Jakarta 11450 DKI Jakarta']","['Org1', ['IT.Gaming']]","['Org1', 'Co-Founder']",None,None,"['Org1', '1997/06/5']",None,"['Org1', '188']",None
"['Org1', 'Addfield Projects']",None,None,"['Org1', 'Delivering solutions for high-capacity waste, including mining, oil, chemical, and precious metal reclamation. Addfield Projects provides efficient incinerators for compliant waste disposal. We solve complex waste problems, representing British design and manufacturing. Our customer-focused service ensures safe waste disposal. As part of the Addfield Family, we deliver high-capacity incineration and complex waste facilities. Our environmentally sustainable solutions include incinerators with wet and dry filtration systems. We convert waste heat into hot water and electricity, meeting international standards and benefiting the environment.']","['Org1', 'None']","['Org1', ['Manufacturing']]","['Org1', 'Shipping']",None,None,"['Org1', '2021/05/6']",None,"['Org1', '10']",None
"['Org1', 'Pakistan Gossips']",None,None,"['Org1', 'We’re your ultimate gateway to the sizzling world of Pakistani glamour, entertainment, and all things trending. Step into our captivating realm and immerse yourself in the tantalizing tales, jaw-dropping scandals, and electrifying buzz that swirls around the Pakistani entertainment industry. Stay Connect With Pakistan Gossips']","['Org1', 'Pakistan, Karachi']","['Org1', ['Entertainment.Film']]","['Org1', 'Co-Founder']",None,None,"['Org1', '1997/03/2']",None,"['Org1', '5']",None
"['Org1', 'zippileather']",None,None,"['Org1', 'Zippileather is a renowned company that specializes in the manufacturing of custom leather clothing.\nAt Zippileather, their team of skilled artisans and designers work meticulously to create unique and personalized leather garments for both men and women. Each piece is carefully crafted using the finest quality leather materials, ensuring durability, comfort, and style.\nWith a focus on customization, Zippileather offers a wide range of options to tailor the leather clothing according to individual preferences.\nZippileather takes pride in their attention to detail and their ability to transform ideas into reality. From leather jackets and pants to vests and skirts, their collection showcases a diverse range of designs that cater to different fashion sensibilities.']","['Org1', 'United States, Chicago, IL 60622']","['Org1', ['Fashion / Lifestyle / Textile']]","['Org1', 'Idea']",None,None,"['Org1', '2014/04/3']",None,"['Org1', '5']",None
"['Org1', 'Traze']",None,None,"['Org1', 'Traze is a leading financial institution that specializes in providing multi-asset trading services, including currencies (foreign exchange, forex or FX), commodities, indices, shares, and cryptocurrencies. With a focus on empowering traders, Traze offers a user-friendly platform, educational resources, and exceptional customer support. With a commitment to excellence and transparency, Traze is dedicated to helping traders create bespoke portfolios and succeed in the dynamic world of trading.']","['Org1', 'None']","['Org1', ['Financial Services']]","['Org1', 'Shipping']",None,None,"['Org1', 'None']",None,"['Org1', '100']",None
"['Org1', 'Genesis Physiotherapy']",None,None,"['Org1', 'Genesis Physiotherapy provides physiotherapy services in Calgary, Alberta. We are experienced in working with clients suffering from motor vehicle accidents, work related issues, and sports injuries. We also provide custom-fit orthotics. Visit: https://www.genesisphysio.ca/physical-therapy-in-calgary/a~9053/article....']","['Org1', 'Canada, Calgary, AB T3N']","['Org1', ['Education']]","['Org1', 'None']",None,None,"['Org1', '1993/05/4']",None,"['Org1', 'None']",None
"['Org1', 'Clarisco Solution']",None,None,"['Org1', 'We are a prominent cryptocurrency exchange development company. We offer cryptocurrency exchange-related services like cryptocurrency exchange development, cryptocurrency exchange script, cryptocurrency wallet development, NFT marketplace development, Metaverse development, Wallet development, and DeFi development. Last 5 years, we gave the services in the crypto market. Then a lot of the customer benefits from their services. Approximately 75+ projects successfully completed over the years. We have a well-experienced development team here, they will be developed safe and secure platform.']","['Org1', 'United States, Dallas, TX 75208']","['Org1', ['IT.Software']]","['Org1', 'None']",None,None,"['Org1', '2018/06/6']",None,"['Org1', 'None']",None
"['Org1', 'Books Cards N Bikes']",None,None,"['Org1', ""We are a small online store that sells collectible sports cards, rare books from the 17th - 21st Century, and assorted rare old bicycle parts.  \nWhether you're a seasoned collector or a newcomer to the world of collectibles, we are your go-to destination for all things extraordinary. Start your journey today and explore the collectibles for sale. Uncover vintage treasures, cherished memorabilia, and enrich your life with the magic of the past. \nWe have great weekly discounts. Happy hunting!""]","['Org1', 'Canada, Toronto, ON N5A1Z9']","['Org1', ['Retail']]","['Org1', 'Shipping']",None,None,"['Org1', '2017/06/15']",None,"['Org1', '5']",None
"['Org1', 'Equipping Godly Women']",None,None,"['Org1', 'Equipping Godly Women is a non-denominational Christian lifestyle site dedicated to helping Christian women of all denominations be the AMAZING women, wives and mothers God created us to be.\nOur mission is to challenge, encourage and equip busy Christian moms to grow in faith and family and to live out their faith on a day-to-day basis. We offer several books, courses, conferences, articles, a podcast, and more!']","['Org1', 'United States, Newburgh, IN 47630']","['Org1', ['Education']]","['Org1', 'Mature']",None,None,"['Org1', '2014/08/25']",None,"['Org1', '5']",None
"['Org1', 'Biohazard Response Inc']",None,None,"['Org1', 'Phone: 407-862-5552']","['Org1', 'United States, Casselberry, FL 32707']","['Org1', ['Other']]","['Org1', 'None']",None,None,"['Org1', 'None']",None,"['Org1', 'None']",None
"['Org1', 'Venice Nail Lounge']",None,None,"['Org1', 'Phone: 702-270-4928']","['Org1', 'United States, Las Vegas, NV 89123']","['Org1', ['Other']]","['Org1', 'None']",None,None,"['Org1', 'None']",None,"['Org1', 'None']",None
"['Org1', 'Friesz Family & Cosmetic Dentistry']",None,None,"['Org1', ""Description:\n\tDental care shouldn't be scary. At Friesz Family Dentistry, we're committed to providing top-quality dental health services while promoting a comfortable and friendly environment. We understand people of all ages struggle with coming into the dentist's office, but we're here to make your experience a positive one. Located in St. Cloud, MN, we're proud to help improve our community's health and confidence.\nBusiness Hours:\xa0\n\tMon: 08:00 - 17:00\n\tTue: 08:00 - 17:00\n\tWed: 08:00 - 17:00\n\tThu: 08:00 - 17:00\n\tFri: Closed\n\tSat: Closed\n\tSun: Closed\nPayment Methods:\xa0\n\tCash, Personal Check, Visa, Financing Available, Mastercard, Insurance, American Express, ATM / Debit, Discover\nFor more information, please contact us with the following details:\xa0\nContact Telephone:\xa0\n\t(320) 253-1370""]","['Org1', 'United States, St. Cloud, MN 56301']","['Org1', ['Other']]","['Org1', 'None']",None,None,"['Org1', 'None']",None,"['Org1', '9']",None
"['Org1', 'Promptrr']",None,None,"['Org1', 'Promptrr is the one-stop destination for all your AI prompt needs!\nPromptrr is a digital marketplace that connects AI prompt experts and enthusiasts with people looking for the perfect prompt to help them in their daily routines. With ChatGPT, DALL-E, and MidJourney on our platform, our users have a wide selection of AI prompts to choose from.\nPromptrr.io was born out of the need for AI generative tools at our digital creative agency, Blusteak Media. Our team was struggling to find the right prompt, and we realized that there are a lot of prompt experts and engineers out there who know the game. We saw an opportunity to connect these experts with people who were searching for the perfect prompt, and hence, Promptrr.io was born.\nAdditionally, we had written a blog titled ""Write ChatGPT Prompts like a Pro,"" which ranked first on Bing, and this showed us that there was a demand for AI prompt-related content. We understood that people were looking for ways to improve their prompt skills and wanted to make money out of it. Therefore, we decided to launch Promptrr.io to help people monetize their prompt skills.']","['Org1', 'India, Kottayam Kerala 686001']","['Org1', ['E-commerce']]","['Org1', 'None']",None,None,"['Org1', '2023/01/1']",None,"['Org1', 'None']",None
"['Org1', 'Sshifa Herbal Remedies Pvt. Ltd.']",None,None,"['Org1', 'At Shifa Herbal Remedies, we provide herbal supplements to clients all over the world as a top supplier, producer, and maker of herbal goods.We have 40+ years of experience in nadi vedic face reading as well as modern ayurveda and unani practitioning. We can help you cure any disease effectively']","['Org1', 'India, Indore Madhya Pradesh 452007']","['Org1', ['Healthcare / Medical Services']]","['Org1', 'None']",None,None,"['Org1', 'None']",None,"['Org1', 'None']",None
"['Org1', 'Linguation Certified Translations']",None,None,"['Org1', 'A certified translation is one that fulfills the requirements of the country in question allowing it to be used for formal procedures. Oftentimes, these documents are required for legal and government purposes, but can extend to a variety of situations.\nLinguation is an upcoming online translation agency founded in early 2019 bringing a breath of fresh air to the translation industry. The combination of our technocentric service and our friendly personalized approach to customer care delivers high translation quality and optimizes customer satisfaction at competitive prices.']","['Org1', 'Germany, 80807 Munich']","['Org1', ['Startup Services']]","['Org1', 'None']",None,None,"['Org1', 'None']",None,"['Org1', 'None']",None
"['Org1', 'Elements']",None,None,"['Org1', ""As an\xa0Ad Agency,\xa0our versatile branding and digital media marketing solutions focus on unlocking the true potential within each brand. We create inspiring strategies for your website and social media platforms to achieve exceptional SEO results;\nLet's catch up to get to the very elements of your brand.\nServices:\nVisual Branding\nArt Direction\nUI-UX Design\nDigital Marketing""]","['Org1', 'India, Bangalore Karnataka 560102']","['Org1', ['Advertising / PR / Marketing']]","['Org1', 'None']",None,None,"['Org1', '2020/05/3']",None,"['Org1', '10']",None
"['Org1', 'Zoy']",None,None,"['Org1', 'Develop social-emotional skills with kid-tested, psychologist and parent-approved, tiny-knee-slapping stories from Zoy. Our team of experts, including child psychologists, occupational therapists, educators, and SEL experts, have created a library of fun and engaging stories that are targeted at developing all social-emotional skills in young children.']","['Org1', 'United States, San Diego, CA 92101']","['Org1', ['Education']]","['Org1', 'Shipping']",None,None,"['Org1', '2022/02/24']",None,"['Org1', '50']",None
"['Org1', 'Jewel Capital Bathroom Pros']",None,None,"['Org1', 'Description:\n\tWe are dedicated to transforming your outdated bathroom into a luxurious and functional space. Our team of experienced remodelers in Providence will work closely with you to create a custom design that fits your style and budget. From updating your fixtures to installing new tile and countertops, we will handle every aspect of your bathroom remodel with precision and attention to detail. We use only the highest quality materials and employ the latest techniques.\xa0\nBusiness Hours:\n\tMon-Fri: 8:00 am - 8:00 pm\n\tSat: 8:00 am - 4:00 pm\n\tSun: Closed\nFor more information, please contact us with the following details:\xa0\nContact Telephone:\n\t401-200-4834\nContact Email:\njohn@bathroomremodeling-providence.com']","['Org1', 'United States, Providence, RI 02903']","['Org1', ['Other']]","['Org1', 'None']",None,None,"['Org1', '2017/01/1']",None,"['Org1', 'None']",None
"['Org1', 'Aecomic']",None,None,"['Org1', 'Aecomic, a novel concept in science and economics coined by Ashwal Lakshman, signifies a state of economic prosperity.\nWhen we say a country is in an aecomic state, it experiences harmonious economic growth and widespread benefits. In times of disparity and crisis, aecomic becomes crucial for a prosperous society, addressing societal well-being beyond traditional measures. \nAecomic is challenging conventional notions, aiming for a future where prosperity is accessible to all.']","['Org1', 'Australia, Melbourne VIC 3967']","['Org1', ['Management Consulting']]","['Org1', 'Shipping']",None,None,"['Org1', '2022/08/11']",None,"['Org1', '5']",None
"['Org1', 'Anar Business App']",None,None,"['Org1', ""Anar App is India's largest B2B social networking platform that enables businesses to connect with each other online - manufacturers, wholesalers, distributors, retailers and resellers. Anar app has over 40 Lakh products uploaded, 90 Lakh+ connections, 10 lakh+ downloads and 5 lakh+ buyers and sellers.\xa0https://anar.biz""]","['Org1', 'India, Mumbai Maharashtra 400063']","['Org1', ['E-commerce']]","['Org1', 'Mature']",None,None,"['Org1', '2020/02/2']",None,"['Org1', '50']",None
"['Org1', 'Diamond Dental Care & Implant Centre']",None,None,"['Org1', 'Description:\n\tThe objective of our dental clinic on the Sunshine Coast is simple, “To be the perfect dental practice. No compromises.” We believe you should be able to find everything you need from a dentist under one roof. That’s why our caring, personal and professional approach to dentistry is tailored to your needs, helping you enjoy excellent dental health for life.\nBusiness Hours:\n\tMon, Wed-Fri: 8:00 am - 5:00 pm\n\tTue: 8:00 am - 7:00 pm\n\tSat: 8:30 am - 12:30 pm\n\tSun: Closed\nFor more information, please contact us with the following details:\xa0\nContact Telephone:\n\t+61 7 5477 0889\nContact Email:\ninfo@diamonddentalcare.com.au']","['Org1', 'Australia, Sippy Downs QLD 4556']","['Org1', ['Healthcare / Medical Services']]","['Org1', 'None']",None,None,"['Org1', 'None']",None,"['Org1', 'None']",None
"['Org1', 'Mamsys Consulting Services Ltd']",None,None,"['Org1', 'MAMSYS\xa0is a multinational\xa0IT Services and Consulting\xa0company headquartered in Solon, Ohio, United States, providing technology solutions to its esteemed customers (in the USA, UK, EU, and India) for more than ten years. We are proud to have over 80% of repeat customers because of our policy to ensure high customer satisfaction.\n\xa0\nThe leadership team of Mamsys comprises industry experts with deep connects in corporates, and experience in the global implementation of enterprise-wide IT solutions for companies, including many Fortune 500 giants, scaling up medium-sized companies and launching successful startups.\xa0\nOur mission\xa0is to provide a great customer experience by building incredible software utilizing a global network of experts.']","['Org1', 'United States, solon, OH 44139']","['Org1', ['IT.Service']]","['Org1', 'None']",None,None,"['Org1', '2011/01/1']",None,"['Org1', '200']",None
"['Org1', 'Edred']",None,None,"['Org1', ""Edred is India's no.1 ed-tech Company providing Digital Marketing courses with certification. We provide 30+ modules and 15+ certifications with our professional and expert courses. We have both offline & online classes""]","['Org1', 'India, Bangalore Karnataka 560004']","['Org1', ['Education']]","['Org1', 'Co-Founder']",None,None,"['Org1', '1992/03/7']",None,"['Org1', '50']",None
"['Org1', 'GiftMeThat']",None,None,"['Org1', ""Find the perfect gift with GiftMeThat's AI-powered search and expertly curated handpicked gifts. Our 300B+ possible filter combinations make personalized, thoughtful, and effortless gifting a reality.\nGiftMeThat is the ultimate platform for personalized, thoughtful, and effortless gift shopping. We combine the power of AI technology with our expertly curated, handpicked gifts to help you find the perfect present for anyone, anytime. With over 300 billion filter combinations, our platform ensures that you can discover unique and meaningful gifts tailored to your recipient's interests, preferences, and needs.\nJoin us in redefining the art of gifting and experience the joy of finding the perfect gift with ease.""]","['Org1', 'United States, Doral, FL 33178']","['Org1', ['Retail']]","['Org1', 'Shipping']",None,None,"['Org1', '2022/01/1']",None,"['Org1', '5']",None
"['Org1', 'Omoyetips']",None,None,"['Org1', 'Omoyetips is a personal finance blog that offers practical tips and insights on managing personal finances, investing, and building wealth. The blog is owned and managed by a web developer who has a passion for financial literacy and helping people make sound financial decisions.']","['Org1', 'Nigeria, Los Angeles California 90012']","['Org1', ['Financial Services']]","['Org1', 'Development and Testing']",None,None,"['Org1', '2021/07/25']",None,"['Org1', '9']",None
"['Org1', 'Game Slot Online Terbaik di Indonesia Alfabet188']",None,None,"['Org1', 'Temukan ratusan pilihan game slot online terbaik di Indonesia hanya di sini dengan sajian permainan terlengkap dan menyenangkan. Main dan menangkan hadiah besar dengan mudah dan aman. Bergabung sekarang dan nikmati pengalaman bermain yang tak terlupakan! Alfabet188 adalah situs judi online terbaik di Indonesia yang menawarkan ratusan pilihan taruhan judi online terbaik untuk dimainkan. Dengan tampilan yang menarik dan fitur-fitur yang lengkap, situs ini menjadi pilihan utama bagi para pecinta slot online.\nKetika bermain di situs game slot online terbaik, Anda akan merasakan pengalaman bermain yang tak terlupakan. Situs ini menawarkan berbagai macam jenis taruhan judi slot online, mulai dari yang klasik hingga yang modern, dengan tema yang beragam seperti petualangan, fantasi, dan banyak lagi.\nSelain itu, situs ini juga menawarkan keamanan yang tinggi bagi para pemainnya. Alfabet188 menggunakan teknologi enkripsi SSL yang sangat canggih untuk melindungi data dan informasi para pemainnya. Selain itu, situs ini juga menggunakan sistem keamanan yang sangat ketat untuk melindungi setiap transaksi yang dilakukan oleh para pemainnya.\nGame slot online di situs ini juga memiliki layanan pelanggan yang sangat baik. Setiap pemain dapat menghubungi tim layanan pelanggan melalui live chat, telepon, atau email. Para staf layanan pelanggan akan dengan senang hati membantu para pemain dalam menyelesaikan masalah dan menjawab segala pertanyaan yang dimiliki para pemain.\nSemua pemain juga dapat menikmati berbagai macam bonus dan promosi yang ditawarkan oleh situs game slot online terbaik. Bonus-bonus ini dapat membantu para pemain untuk meningkatkan peluang mereka dalam memenangkan hadiah besar.\nDengan semua keunggulan yang dimiliki oleh Alfabet188, tidak mengherankan jika situs ini menjadi salah satu situs game slot online terbaik di Indonesia. Jangan ragu untuk bergabung dan menikmati pengalaman bermain yang tak terlupakan di sini. Oleh karena itu, janganlah menunggu waktu yang berlama-lama lagi. Langsung saja bergabung bersama kami untuk menikmati berbagai keuntungan yang telah tersedia didalamnya. Dengan begitu maka para pemain Indonesia bisa menjadi lebih cepat meraih kesuksesan dalam bermain judi online.']","['Org1', 'Indonesia, Jakarta 11450 DKI Jakarta']","['Org1', ['IT.Gaming']]","['Org1', 'Co-Founder']",None,None,"['Org1', '2001/01/23']",None,"['Org1', '201']",None
